1	26:48.654	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	26:48.908	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
3	26:49.189	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
4	26:49.459	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
5	26:49.895	3	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
6	26:50.300	4	6	6	6	5	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6
7	26:50.652	5	6	7	7	5	7	7	7	6	7	7	7	7	7	5	7	7	7	7	7
8	26:51.181	6	6	8	8	6	8	8	8	7	8	8	8	8	7	5	8	8	8	8	8
9	26:51.640	7	6	9	9	7	9	9	9	7	9	9	9	9	7	5	9	9	9	9	9
10	26:52.037	8	7	10	10	8	10	10	10	7	10	10	10	10	7	6	10	10	10	10	9
11	26:52.444	9	8	11	11	9	10	11	11	7	11	11	11	11	7	7	11	11	11	11	9
12	26:52.827	10	9	12	12	10	10	12	12	7	12	12	12	12	7	8	12	12	12	12	9
13	26:53.228	11	10	13	13	11	10	13	13	7	13	13	13	13	8	9	13	13	13	13	10
14	26:53.656	12	11	14	14	11	10	14	14	7	14	14	14	14	9	10	14	14	14	14	11
15	26:54.044	13	12	15	15	12	10	15	15	8	15	14	15	15	9	11	15	15	15	15	12
16	26:54.316	14	13	16	16	13	10	16	15	9	16	14	16	16	10	12	16	16	16	16	12
17	26:54.857	15	14	17	17	14	11	17	15	9	17	14	17	17	11	13	17	17	17	17	12
18	26:55.129	16	15	18	18	15	12	18	16	10	18	15	18	18	12	14	18	18	18	18	12
19	26:55.643	17	16	19	19	16	13	19	17	10	19	15	19	19	13	15	19	19	19	19	12
20	26:55.968	18	17	20	19	17	14	20	18	11	20	15	20	20	14	16	20	20	20	20	12
21	26:56.341	19	17	21	20	18	15	21	19	12	21	16	21	21	15	16	21	21	21	21	12
22	26:56.757	20	17	22	21	19	16	22	20	12	22	17	22	22	16	16	22	22	22	22	13
23	26:57.148	21	18	23	22	20	17	23	21	13	23	18	23	23	17	16	23	23	23	23	14
24	26:57.387	22	18	24	23	21	18	24	22	14	24	19	24	24	18	16	24	24	24	24	15
25	26:57.809	23	19	25	24	22	19	25	23	15	25	20	25	25	19	16	25	25	25	25	16
26	26:58.238	24	20	26	25	23	20	26	24	16	26	21	26	26	20	16	26	26	26	26	17
27	26:58.632	25	21	27	26	24	21	27	25	17	27	22	27	27	21	16	27	27	27	27	18
28	26:58.852	26	22	28	27	25	22	28	26	18	28	23	28	28	22	16	28	28	28	28	19
29	26:59.421	27	23	29	28	26	23	29	27	19	29	24	29	29	22	16	29	29	29	29	19
30	26:59.789	28	24	30	29	27	24	30	28	20	30	25	30	30	22	16	30	30	30	30	20
31	27:00.238	29	25	31	30	28	25	31	29	21	31	26	31	31	22	16	31	31	31	31	21
32	27:00.672	30	26	32	31	29	26	32	30	22	32	27	32	32	22	16	32	32	32	32	22
33	27:01.068	31	27	33	32	30	27	33	31	23	33	28	33	33	22	16	33	33	33	33	23
34	27:01.315	32	28	34	33	31	28	34	32	24	34	29	34	34	23	16	34	34	34	34	24
35	27:01.759	33	29	35	34	32	29	35	33	25	35	30	35	35	23	16	35	35	35	35	25
36	27:02.101	34	30	36	35	33	30	36	34	26	36	31	36	36	23	16	36	36	36	36	26
37	27:02.344	35	31	37	36	34	31	37	35	27	37	32	37	37	24	16	37	37	37	37	27
38	27:02.739	36	32	38	37	35	32	38	36	28	38	33	38	38	24	16	38	38	38	38	28
39	27:02.980	37	33	39	38	36	33	39	37	29	39	34	39	39	25	16	39	39	39	39	29
40	27:03.300	38	34	40	39	37	34	40	38	30	40	35	40	39	26	16	39	40	40	40	30
41	27:03.624	39	35	41	39	38	35	41	39	31	41	36	41	39	27	16	39	41	41	41	31
42	27:03.938	40	35	42	39	39	36	42	40	32	42	37	42	39	28	16	39	42	41	42	32
43	27:04.356	40	36	43	39	40	37	43	41	33	43	38	43	39	29	16	39	43	41	43	33
44	27:04.761	40	37	44	39	41	38	44	42	34	44	39	44	39	30	16	39	44	41	44	34
