1	1	1	1	1	1	1	1	1	1	1
2	2	2	2	2	2	2	2	2	2	2
3	3	3	3	3	3	3	3	3	3	3
4	4	4	4	4	4	4	4	4	4	4
5	5	5	5	5	5	5	5	5	5	5
6	6	6	6	6	6	6	6	6	6	6
7	7	7	7	7	7	7	7	7	7	7
8	8	8	8	8	8	8	8	8	8	8
9	9	9	9	9	9	9	9	9	9	9
10	10	10	10	10	10	10	10	10	10	9
11	11	11	11	11	11	11	11	11	11	9
12	12	12	12	12	12	12	12	12	12	10
13	13	13	13	13	13	13	13	13	13	11
14	14	14	14	14	14	14	14	14	14	12
15	15	15	14	15	15	15	15	15	15	12
16	16	16	15	16	16	16	16	16	16	13
17	17	17	16	17	17	16	17	17	17	14
18	18	18	17	18	18	16	18	18	18	15
19	19	19	18	19	19	16	19	19	19	16
20	20	20	19	20	20	16	20	20	20	17
21	21	21	20	21	21	16	21	21	21	18
22	22	22	21	22	22	16	22	22	22	19
23	23	23	22	23	23	16	23	23	23	20
24	24	24	23	24	24	16	24	24	24	21
25	25	25	24	25	25	16	25	25	25	22
26	26	26	25	26	26	16	26	26	26	23
27	27	27	26	27	27	16	27	27	27	24
28	28	28	27	28	28	16	28	28	28	25
29	29	29	28	29	29	16	29	29	29	26
30	30	30	29	30	30	16	30	30	30	27
31	31	31	30	31	31	16	31	31	31	28
32	32	32	31	32	32	16	32	32	32	29
33	33	33	32	33	33	16	33	33	33	30
34	34	34	33	34	34	16	34	34	34	31
36	35	35	34	34	35	16	35	35	34	32
37	36	36	35	34	36	16	36	36	34	33
38	37	37	36	34	37	16	37	37	34	34
39	38	38	37	34	38	16	37	38	34	35
40	39	39	38	34	39	16	37	39	34	36
41	40	40	39	34	40	16	37	40	34	37
42	41	41	40	34	41	16	38	41	34	38
43	42	42	41	34	42	16	39	42	34	39
44	43	43	42	34	43	16	40	43	34	40
45	44	44	43	34	44	16	41	44	34	41
46	45	45	44	34	45	16	42	45	34	42
47	46	46	45	34	46	16	43	46	34	43
48	47	47	46	34	47	16	44	47	34	44
49	47	48	47	34	48	16	45	48	34	45
50	47	49	48	34	49	16	46	49	34	46
51	47	50	49	34	50	16	47	50	34	47
52	47	51	50	34	51	16	48	51	34	48
53	47	52	51	34	52	16	49	52	34	49
54	47	53	52	34	53	16	50	53	34	50
55	47	54	53	34	54	16	51	54	34	51
56	47	55	54	34	55	16	52	55	34	52
57	47	56	55	34	56	16	53	56	34	53
58	47	57	55	34	57	16	54	57	34	54
59	47	58	55	34	58	16	55	58	34	55
60	47	59	55	34	59	16	56	59	34	56
61	47	60	56	34	60	16	57	60	34	56
62	47	61	57	34	61	16	57	61	34	56
63	47	62	58	34	62	16	58	62	34	56
64	47	63	59	34	63	16	58	63	34	56
65	47	64	60	34	64	16	59	64	34	56
66	47	65	61	34	65	16	59	65	34	56
67	47	66	62	34	66	16	59	66	34	56
68	47	67	63	34	67	16	59	67	34	56
69	47	68	64	34	68	16	60	68	34	56
70	47	69	65	34	69	16	61	69	34	56
71	47	70	66	34	70	16	62	70	34	56
72	47	71	67	34	71	16	63	71	34	56
73	47	72	68	34	72	16	64	72	34	56
74	47	73	69	34	73	16	65	73	34	56
75	47	74	70	34	74	16	66	74	34	56
76	47	75	71	34	75	16	67	75	34	56
77	47	76	72	34	76	16	68	76	34	56
78	47	77	73	34	77	16	69	77	34	56
79	47	78	74	34	78	16	70	78	34	56
80	47	79	75	34	79	16	71	79	34	56
81	47	80	76	34	80	16	72	80	34	56
82	47	81	77	34	81	16	73	81	34	56
83	47	82	78	34	82	16	74	82	34	56
84	47	83	79	34	83	16	75	83	34	56
85	47	84	80	34	84	16	76	84	34	56
86	47	85	81	34	85	16	77	85	34	56
87	47	86	82	34	86	16	78	86	34	56
88	47	87	83	34	87	16	79	87	34	56
89	47	88	84	34	88	16	80	88	34	56
90	47	89	85	34	89	16	81	89	34	56
91	47	90	86	34	90	16	82	90	34	56
92	47	91	87	34	91	16	83	91	34	56
93	47	92	88	34	92	16	84	92	34	56
94	47	93	89	34	93	16	85	93	34	56
95	47	94	90	34	94	16	86	94	34	56
96	47	95	91	34	95	16	87	95	34	56
97	47	96	92	34	96	16	88	96	34	56
98	47	97	93	34	97	16	89	97	34	56
99	47	98	94	34	98	16	90	98	34	56
100	47	99	95	34	99	16	91	99	34	56
101	47	100	96	34	100	16	92	100	34	56
102	47	101	97	34	101	16	93	101	34	56
103	47	102	98	34	102	16	94	102	34	56
104	47	103	99	34	103	16	95	103	34	56
105	47	104	100	34	104	16	96	104	34	56
106	47	105	101	34	105	16	97	105	34	56
107	47	106	102	34	105	16	98	105	34	56
108	47	106	103	34	105	16	99	105	34	56
109	47	106	104	34	105	16	100	105	34	56
110	47	106	105	34	105	16	101	105	34	56
111	47	106	106	34	105	16	102	105	34	56
112	47	106	107	34	105	16	103	105	34	56
113	47	106	108	34	105	16	104	105	34	56
114	47	106	109	34	105	16	105	105	34	56
115	47	106	110	34	105	16	106	105	34	56
116	47	106	111	34	105	16	107	105	34	56
117	47	106	111	34	105	16	108	105	34	56
118	47	106	111	34	105	16	109	105	34	56
119	47	106	111	34	105	16	110	105	34	56
120	47	106	111	34	105	16	111	105	34	56
121	47	106	111	34	105	16	112	105	34	56
