1	1	1	1	1	1
2	2	2	2	2	2
3	3	3	3	3	3
4	4	4	4	4	4
5	5	5	5	5	5
6	6	6	6	6	6
7	7	7	7	7	7
8	8	8	8	8	8
9	9	9	9	9	9
10	10	10	10	10	10
11	11	11	11	11	11
12	12	12	12	12	12
13	13	13	13	13	13
14	14	14	14	14	14
15	15	15	15	15	15
16	16	16	16	16	16
17	17	17	17	17	17
18	18	18	18	18	18
19	19	19	19	19	19
20	20	20	20	20	20
21	21	21	21	21	21
22	22	22	22	22	22
23	23	23	23	23	23
24	24	24	24	24	24
25	25	25	25	25	25
26	26	26	26	26	26
27	27	27	27	27	27
28	28	28	28	28	28
29	29	29	29	29	29
30	30	30	30	30	30
31	31	31	31	31	31
32	32	32	32	32	32
33	33	33	33	33	33
34	34	34	34	34	34
35	35	35	35	35	35
36	36	36	36	36	36
37	37	37	37	37	37
38	38	38	38	38	38
39	39	39	39	39	39
40	40	40	40	40	40
41	41	41	41	41	41
42	42	42	42	42	42
43	43	43	43	43	43
44	44	44	44	44	44
45	45	45	45	45	45
46	46	46	46	46	46
47	47	47	47	47	47
48	48	48	48	48	48
49	49	49	49	49	49
50	50	50	50	50	50
51	51	51	51	51	51
52	52	52	52	52	52
53	53	53	53	53	53
54	54	54	54	54	54
55	55	55	55	55	55
56	56	56	56	56	56
57	57	57	57	57	57
58	58	58	58	58	58
59	59	59	59	59	59
60	60	60	60	60	60
61	61	61	61	61	61
62	62	62	62	62	62
63	63	63	63	63	63
64	64	64	64	64	64
65	65	65	65	65	65
66	66	66	66	66	66
67	67	67	67	67	67
68	68	68	67	68	68
69	69	69	68	69	69
70	70	70	69	70	70
71	71	71	70	71	71
72	72	72	71	72	72
73	73	73	72	73	73
74	74	74	73	74	74
75	75	75	74	75	75
76	76	76	75	76	76
77	77	77	76	77	77
78	78	78	77	78	78
79	79	79	78	79	79
80	80	80	79	80	80
81	81	81	80	81	81
82	82	82	81	82	82
83	83	83	82	83	83
84	84	84	83	84	84
85	85	85	84	85	85
86	86	86	85	86	86
87	87	87	86	87	87
88	88	88	87	88	88
89	89	89	88	89	89
90	90	90	89	90	90
91	91	91	90	91	91
92	92	92	91	92	92
93	93	93	92	93	93
94	94	94	93	94	94
95	95	95	94	95	95
96	96	96	95	96	96
97	97	97	96	97	97
98	98	98	97	98	98
99	99	99	98	99	99
100	100	100	99	100	100
101	101	100	100	101	101
102	102	100	101	102	102
103	103	100	102	103	103
104	104	100	103	104	104
105	105	100	104	105	105
106	106	100	105	106	106
107	107	100	106	107	107
108	108	100	107	108	108
109	109	100	108	109	109
110	110	100	109	110	110
111	111	100	110	111	111
112	112	100	111	112	112
113	113	100	112	113	113
114	114	100	113	114	114
115	114	100	114	115	115
116	114	100	115	116	116
117	114	100	116	117	117
118	114	100	117	118	118
119	114	100	118	119	119
120	114	100	119	120	120
121	114	100	120	121	121
122	114	100	121	122	122
123	114	100	122	122	122
124	114	100	123	122	122
125	114	100	124	122	122
126	114	100	125	122	122
127	114	100	126	122	122
128	114	100	127	122	122
129	114	100	128	122	122
130	114	100	129	122	122
131	114	100	130	122	122
132	114	100	131	122	122
133	114	100	132	122	122
134	114	100	133	122	122
135	114	100	134	122	122
136	114	100	135	122	122
137	114	100	136	122	122
138	114	100	137	122	122
139	114	100	138	122	122
140	114	100	139	122	122
141	114	100	140	122	122
142	114	100	141	122	122
144	114	100	141	122	122
145	114	100	141	122	122
146	114	100	141	122	122
147	114	100	141	122	122
148	114	100	141	122	122
149	114	100	141	122	122
150	114	100	141	122	122
151	114	100	141	122	122
152	114	100	141	122	122
153	114	100	141	122	122
154	114	100	141	122	122
155	114	100	141	122	122
156	114	100	141	122	122
