1	29:00.664	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	29:00.922	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
3	29:01.167	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
4	29:01.452	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4
5	29:01.949	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	3	5	5	5	5
6	29:02.396	6	6	6	6	6	6	6	6	6	6	6	5	6	6	5	4	6	6	6	6
7	29:02.766	7	7	7	7	7	7	7	7	7	7	7	5	7	7	5	5	7	7	6	7
8	29:03.379	8	8	8	8	8	8	8	8	8	8	8	6	8	7	5	6	8	8	6	8
9	29:03.796	9	9	9	9	9	9	9	9	9	9	9	7	9	7	5	6	9	9	6	9
10	29:04.173	10	10	10	10	10	10	10	10	10	10	9	8	10	7	6	6	10	10	6	10
11	29:04.606	11	11	11	11	11	11	11	11	11	11	10	9	11	7	7	6	10	11	7	11
12	29:05.052	12	12	12	12	12	12	12	12	12	12	10	10	12	7	8	7	10	12	7	12
13	29:05.407	13	13	13	13	13	13	13	13	13	13	10	11	13	7	9	8	11	13	8	13
14	29:05.840	14	14	14	14	14	14	14	14	14	14	10	12	14	7	10	9	12	14	9	14
15	29:06.261	15	15	15	15	15	15	15	15	15	15	11	13	15	7	11	10	13	15	10	15
16	29:06.690	16	16	16	16	16	16	16	16	16	16	12	14	15	7	12	11	14	15	11	16
17	29:07.042	17	17	17	17	17	17	17	17	17	17	12	15	16	7	13	12	14	15	12	17
18	29:07.314	18	18	18	18	18	18	18	18	18	18	13	16	17	8	14	12	15	15	13	18
19	29:07.717	19	18	19	19	19	19	19	19	19	19	14	17	17	9	15	13	16	15	14	19
20	29:08.164	20	19	20	20	20	20	20	20	20	20	14	18	18	10	16	14	17	15	15	20
21	29:08.560	21	19	21	21	21	21	21	21	21	21	15	19	19	11	16	14	18	15	16	21
22	29:08.988	22	19	22	22	22	22	22	22	22	22	16	20	19	12	16	15	19	15	17	22
23	29:09.372	23	19	23	23	23	23	23	23	23	23	17	21	20	13	16	16	20	15	18	23
24	29:09.772	24	19	24	24	24	24	24	24	24	24	18	22	21	14	16	17	20	15	19	24
25	29:10.166	25	20	25	25	25	25	25	25	25	25	19	23	21	15	16	18	21	15	20	25
26	29:10.596	26	21	26	26	26	26	26	26	26	26	20	24	21	16	16	19	22	15	21	26
27	29:10.979	27	22	27	27	27	27	27	27	27	27	21	25	21	17	16	20	22	16	22	27
28	29:11.502	28	23	28	28	28	28	28	28	28	28	22	26	22	17	16	21	23	17	23	28
29	29:11.781	29	24	29	29	29	29	29	29	29	29	23	27	23	18	16	22	23	18	24	29
30	29:12.316	30	25	30	30	30	30	30	30	30	30	24	28	24	18	16	23	24	19	25	30
31	29:12.732	31	26	31	31	31	31	31	31	31	31	25	29	25	18	16	24	24	20	26	31
32	29:13.255	32	27	32	31	32	32	32	32	32	32	26	30	26	19	16	25	25	21	27	32
33	29:13.670	33	28	33	31	33	33	33	33	33	33	27	31	27	20	16	26	25	22	28	33
34	29:14.064	34	29	34	31	34	34	34	34	34	34	28	31	28	21	16	27	25	23	29	34
35	29:14.455	35	30	35	31	35	35	35	35	35	35	29	32	29	22	16	28	25	24	30	35
36	29:14.937	36	31	36	31	36	36	36	36	36	36	30	33	30	23	16	29	26	25	31	36
37	29:15.336	37	32	37	31	37	37	37	37	37	37	31	34	31	24	16	30	27	26	32	37
38	29:15.722	38	33	38	31	38	38	38	38	38	38	32	35	32	25	16	31	28	27	33	38
39	29:16.111	39	34	39	31	39	39	39	39	39	39	33	36	33	26	16	32	29	28	34	39
40	29:16.546	40	35	40	31	40	40	40	40	40	40	34	37	34	27	16	33	30	28	35	40
41	29:16.765	41	36	41	31	41	41	41	41	41	41	35	38	35	28	16	33	31	28	36	41
42	29:17.170	42	37	42	31	42	42	42	42	42	42	36	39	36	29	16	33	32	29	37	42
43	29:17.420	43	38	42	31	43	43	43	43	43	43	37	40	37	30	16	33	33	30	38	43
44	29:17.900	44	39	42	31	44	44	44	44	44	44	38	41	38	31	16	33	34	31	39	44
45	29:18.320	45	40	42	31	45	45	45	45	45	45	39	42	39	32	16	33	35	32	40	45
46	29:18.732	46	41	42	31	46	46	46	46	46	46	40	43	39	33	16	33	36	33	41	46
47	29:19.084	47	41	42	31	47	47	47	47	47	47	41	44	39	34	16	33	37	34	42	47
48	29:19.504	48	42	42	31	48	48	48	48	48	48	42	45	39	35	16	33	38	35	43	48
49	29:19.921	49	43	43	31	49	49	49	49	49	49	43	46	39	36	16	33	39	36	44	49
50	29:20.202	50	44	44	31	50	50	50	50	50	50	44	47	39	37	16	33	40	37	45	50
52	29:20.302	51	45	45	31	51	51	51	51	51	51	45	48	39	37	16	33	41	38	46	51
53	29:20.556	52	46	46	31	52	52	52	52	52	52	46	49	39	37	16	33	42	39	47	52
54	29:20.819	53	46	47	31	53	53	53	53	53	53	47	50	39	37	16	33	43	40	48	53
55	29:21.075	54	46	48	31	54	54	54	54	54	54	48	51	39	37	16	33	44	41	49	54
56	29:21.492	55	46	49	31	55	55	55	55	55	55	49	52	39	37	16	33	45	41	50	55
57	29:21.915	56	47	50	31	56	56	56	56	56	56	50	53	39	37	16	33	46	41	51	56
58	29:22.322	57	48	51	31	57	57	57	57	57	57	51	54	39	37	16	33	47	41	52	57
59	29:22.572	58	49	52	31	58	58	58	58	58	58	52	55	39	37	16	33	48	41	53	58
60	29:22.808	59	50	53	31	59	59	59	59	59	59	53	56	39	37	16	33	48	41	54	59
61	29:23.076	60	51	54	31	60	60	60	60	60	60	54	57	39	37	16	33	49	41	54	60
62	29:23.460	61	52	55	31	61	61	61	61	61	61	55	58	39	37	16	33	50	41	54	61
